Players,Real time,In-game time,Sub Version,Difficulty,F3,Mods,Date,Player
FeinbergFeinberg,5m 42s 117ms,5m 40s 250ms,1.16,1.16.1,Easy,F3,2021-05-19,Feinberg
nieuhnieuh,6m 48s 267ms,6m 36s 067ms,1.16,1.16.1,Easy,F3,2021-05-18,nieuh
kieleckielec,6m 49s 433ms,6m 44s 600ms,1.16,1.16.1,Easy,F3,2021-05-16,kielec
natemeisternatemeister,6m 53s 667ms,6m 46s 217ms,1.16,1.16.1,Easy,F3,2021-05-23,natemeister
SpecnrSpecnr,7m 05s 467ms,6m 57s 367ms,1.16,1.16.1,Easy,F3,2021-05-12,Specnr
knauknau,7m 11s 350ms,7m 07s 683ms,1.16,1.16.1,Easy,F3,2021-05-20,knau
Colin_HenryColin_Henry,7m 25s 900ms,7m 14s 450ms,1.16,1.16.1,Easy,F3,2021-05-17,Colin_Henry
nEmeraldnEmerald,7m 32s 800ms,7m 23s 767ms,1.16,1.16.1,Normal,F3,2021-04-03,nEmerald
SproplSpropl,7m 34s 300ms,7m 30s 633ms,1.16,1.16.1,Easy,F3,2021-05-24,Spropl
Danger1451Danger1451,7m 51s 233ms,7m 48s 133ms,1.16,1.16.1,Normal,F3,2021-05-16,Danger1451
AcilithAcilith,7m 57s 183ms,7m 55s 317ms,1.16,1.16.1,Easy,F3,2021-04-18,Acilith
ChezzyNachosChezzyNachos,8m 00s 167ms,7m 58s 367ms,1.16,1.16.1,Easy,F3,2021-05-15,ChezzyNachos
TomegxxTomegxx,8m 18s 330ms,8m 01s 550ms,1.16,1.16.1,Easy,F3,2021-05-17,Tomegxx
Markieboy257Markieboy257,8m 10s 517ms,8m 08s 500ms,1.16,1.16.1,Easy,F3,2021-05-12,Markieboy257
KrereyKrerey,10m 09s 898ms,8m 17s 400ms,1.16,1.16.1,Easy,F3,2021-05-15,Krerey
NitroBSNitroBS,8m 25s 650ms,8m 23s 100ms,1.16,1.16.1,Easy,F3,2021-05-18,NitroBS
tssaltssal,8m 43s 406ms,8m 23s 850ms,1.16,1.16.1,Easy,F3,2021-05-25,tssal
ethwitethwit,8m 27s 433ms,8m 26s 067ms,1.16,1.16.1,Easy,F3,2021-05-21,ethwit
KEYL000KEYL000,8m 47s 900ms,8m 26s 350ms,1.0,1.16.1,Easy,F3,2021-05-15,KEYL000
acembuacembu,8m 28s 610ms,8m 26s 500ms,1.16,1.16.1,Easy,F3,2021-05-16,acembu
TobiasTheManTobiasTheMan,8m 30s 200ms,8m 27s 283ms,1.16,1.16.1,Easy,F3,2021-04-10,TobiasTheMan
LicenceplateLicenceplate,8m 39s 900ms,8m 36s 733ms,1.16,1.16.1,Easy,F3,2021-04-10,Licenceplate
3sv43sv4,8m 40s,8m 38s 100ms,1.16,1.16.1,Easy,F3,2021-05-23,3sv4
CroProYTCroProYT,8m 43s 420ms,8m 40s 050ms,1.16,1.16.1,Normal,F3,2021-04-11,CroProYT
TheMonst3RPGTheMonst3RPG,8m 45s 167ms,8m 43s 133ms,1.16,1.16.1,Easy,F3,2021-05-13,TheMonst3RPG
EdTheSurvivorEdTheSurvivor,8m 56s 600ms,8m 49s 533ms,1.16,1.16.1,Easy,F3,2021-05-18,EdTheSurvivor
tiinsytiinsy,8m 58s 680ms,8m 52s 050ms,1.16,1.16.1,Easy,F3,2021-05-25,tiinsy
kk,8m 57s 867ms,8m 53s 867ms,1.16,1.16.1,Easy,F3,2021-05-28,k
MaxiM974MaxiM974,9m 11s 783ms,8m 56s 133ms,1.16,1.16.1,Easy,F3,2021-05-15,MaxiM974
TheeSizzlerTheeSizzler,9m 02s 710ms,8m 59s 233ms,1.16,1.16.1,Easy,F3,2021-03-15,TheeSizzler
noodlemanhoursnoodlemanhours,9m 01s 300ms,8m 59s 500ms,1.16,1.16.1,Easy,F3,2021-05-06,noodlemanhours
jamieeejamieee,9m 00s 867ms,8m 59s 600ms,1.16,1.16.1,Easy,F3,2021-04-01,jamieee
Kha0xKha0x,9m 02s 467ms,8m 59s 600ms,1.16,1.16.1,Easy,F3,2021-05-13,Kha0x
aymericpierre29aymericpierre29,9m 06s 620ms,8m 59s 650ms,1.16,1.16.1,Easy,F3,2021-05-17,aymericpierre29
MelonademanMelonademan,9m 06s 660ms,9m 01s 600ms,1.16,1.16.1,Easy,F3,2021-05-19,Melonademan
Ax3rothAx3roth,9m 16s 450ms,9m 03s 450ms,1.16,1.16.1,Easy,F3,2021-05-21,Ax3roth
edgymanedgyman,9m 12s 404ms,9m 05s 400ms,1.16,1.16.1,Easy,F3,2021-05-25,edgyman
DesktopFolderDesktopFolder,9m 11s 833ms,9m 08s 767ms,1.16,1.16.1,Easy,F3,2021-05-15,DesktopFolder
LextigLextig,9m 11s 767ms,9m 09s 733ms,1.16,1.16.1,Normal,F3,2021-05-18,Lextig
SunOmegaSunOmega,9m 16s 500ms,9m 13s 367ms,1.16,1.16.1,Easy,F3,2021-05-18,SunOmega
MashedPotatoes21MashedPotatoes21,9m 20s 300ms,9m 15s 800ms,1.16,1.16.1,Easy,F3,2021-05-04,MashedPotatoes21
BoscarvidiosBoscarvidios,9m 16s 470ms,9m 16s 300ms,1.16,1.16.1,Easy,F3,2021-05-25,Boscarvidios
NBALVARONBALVARO,9m 19s 200ms,9m 17s 733ms,1.16,1.16.1,Easy,F3,2021-04-18,NBALVARO
QdzQdz,9m 19s 059ms,9m 19s 045ms,1.16,1.16.1,Normal,F3,2021-05-23,Qdz
LowkeyTMLowkeyTM,9m 24s 667ms,9m 22s 767ms,1.16,1.16.1,Normal,F3,2021-05-08,LowkeyTM
Jakers_42Jakers_42,9m 33s 500ms,9m 22s 850ms,1.16,1.16.1,Easy,F3,2021-05-22,Jakers_42
MrBenjamin25MrBenjamin25,9m 25s 700ms,9m 23s 250ms,1.16,1.16.1,Easy,F3,2021-05-15,MrBenjamin25
JoglinJoglin,9m 32s 820ms,9m 31s 650ms,1.16,1.16.1,Easy,F3,2021-05-23,Joglin
tweeditweedi,9m 38s 650ms,9m 33s 350ms,1.16,1.16.1,Easy,F3,2021-05-21,tweedi
SlackowSlackow,9m 35s 383ms,9m 34s 017ms,1.16,1.16.1,Easy,F3,2021-05-11,Slackow
unfriedunfried,9m 37s 841ms,9m 36s 800ms,1.16,1.16.1,Easy,F3,2021-05-21,unfried
StarCrashStarCrash,9m 50s 760ms,9m 37s 700ms,1.16,1.16.1,Easy,F3,2021-05-24,StarCrash
RedrassRedrass,9m 48s 900ms,9m 41s 783ms,1.16,1.16.1,Easy,F3,2021-05-12,Redrass
NiceTwiceNiceTwice,9m 44s 600ms,9m 42s 617ms,1.16,1.16.1,Normal,F3,2021-04-06,NiceTwice
DawidlunaDawidluna,9m 50s 700ms,9m 46s 500ms,1.16,1.16.1,Easy,F3,2021-04-17,Dawidluna
ChreymdChreymd,9m 48s 660ms,9m 46s 650ms,1.16,1.16.1,Easy,F3,2021-05-26,Chreymd
Shell_GuyShell_Guy,9m 53s 110ms,9m 47s 800ms,1.16,1.16.1,Easy,F3,2021-04-05,Shell_Guy
MinecrAvengerMinecrAvenger,9m 54s 817ms,9m 52s 483ms,1.16,1.16.1,Normal,F3,2021-03-28,MinecrAvenger
AndrewCrowAndrewCrow,9m 56s 733ms,9m 54s 333ms,1.16,1.16.1,Normal,F3,2021-03-24,AndrewCrow
Aspect30Aspect30,9m 56s 030ms,9m 55s 950ms,1.16,1.16.1,Normal,F3,2021-03-11,Aspect30
XrrerXrrer,10m 01s 900ms,9m 56s 233ms,1.16,1.16.1,Easy,F3,2021-05-11,Xrrer
CosidionCosidion,10m 08s 200ms,9m 57s 100ms,1.16,1.16.1,Normal,F3,2021-05-14,Cosidion
SirEthan27SirEthan27,9m 59s 967ms,9m 57s 733ms,1.16,1.16.1,Easy,F3,2021-04-11,SirEthan27
LavionLavion,10m 04s 000ms,10m 03s 000ms,1.16,1.16.1,Easy,F3,2021-06-10,Lavion
YumGamingYumGaming,10m 15s 183ms,10m 05s 833ms,1.16,1.16.1,Easy,F3,2021-04-11,YumGaming
EntropyEntropy,10m 09s 770ms,10m 08s 400ms,1.16,1.16.1,Easy,F3,2021-05-19,Entropy
jefspacemanjefspaceman,10m 19s 780ms,10m 12s 100ms,1.16,1.16.1,Easy,F3,2021-05-17,jefspaceman
AshresAshres,10m 14s 033ms,10m 12s 267ms,1.16,1.16.1,Easy,F3,2021-04-28,Ashres
xTremeBot92xTremeBot92,10m 26s 283ms,10m 13s 050ms,1.16,1.16.1,Easy,F3,2021-05-25,xTremeBot92
SpeedNintendoSpeedNintendo,10m 25s 140ms,10m 17s 867ms,1.16,1.16.1,Easy,F3,2021-04-02,SpeedNintendo
BillCanadaCLBillCanadaCL,10m 28s 770ms,10m 18s 500ms,1.16,1.16.1,Easy,F3,2021-05-18,BillCanadaCL
G_WolleG_Wolle,10m 20s 045ms,10m 20s 010ms,1.16,1.16.1,Easy,F3,2021-06-15,G_Wolle
TrizekTrizek,10m 30s 800ms,10m 20s 300ms,1.16,1.16.1,Easy,F3,2021-04-28,Trizek
owzyowzy,10m 38s 433ms,10m 21s 800ms,1.16,1.16.1,Easy,F3,2021-03-22,owzy
LasseSilenceLasseSilence,10m 15s,10m 24s,1.16,1.16.1,Easy,F3,2021-05-26,LasseSilence
rjlmaorjlmao,10m 44s 002ms,10m 24s 025ms,1.16,1.16.1,Normal,F3,2021-05-23,rjlmao
GunajiGunaji,12m 12s 099ms,10m 24s 055ms,1.16,1.16.1,Easy,F3,2021-06-15,Gunaji
n1torinn1torin,10m 30s 044ms,10m 28s 025ms,1.16,1.16.1,Easy,F3,2021-05-24,n1torin
switchwastakenswitchwastaken,10m 33s,10m 29s,1.16,1.16.1,Easy,F3,2021-06-08,switchwastaken
ZarratixZarratix,10m 28s 880ms,10m 29s 050ms,1.16,1.16.1,Easy,F3,2021-06-10,Zarratix
EvanKayEvanKay,10m 36s 333ms,10m 31s 700ms,1.16,1.16.1,Easy,F3,2021-03-24,EvanKay
ch3ttch3tt,10m 44s,10m 32s,1.16,1.16.1,Easy,F3,2021-05-23,ch3tt
zodiAczodiAc,10m 31s 390ms,10m 32s 250ms,1.0,1.16.1,Normal,F3,2021-05-29,zodiAc
Igno_CIgno_C,10m 35s 700ms,10m 32s 900ms,1.16,1.16.1,Normal,F3,2021-04-10,Igno_C
BlomboBlombo,10m 35s 700ms,10m 33s 167ms,1.16,1.16.1,Easy,F3,2021-05-17,Blombo
sockmonkey747sockmonkey747,10m 33s 730ms,10m 34s,1.16,1.16.1,Easy,F3,2021-05-29,sockmonkey747
QuacklebQuackleb,11m 17s 683ms,10m 34s 917ms,1.16,1.16.1,Easy,F3,2021-05-11,Quackleb
maiaxomaiaxo,10m 32s 440ms,10m 35s,1.16,1.16.1,Easy,F3,2021-05-08,maiaxo
HYTASSHYTASS,10m 43s 078ms,10m 35s 020ms,1.0,1.16.1,Easy,F3,2021-06-05,HYTASS
Stratum7Stratum7,10m 40s 340ms,10m 36s 600ms,1.16,1.16.1,Easy,F3,2021-05-26,Stratum7
ZodiZodi,10m 40s 073ms,10m 40s 085ms,1.0,1.16.1,Easy,F3,2021-05-23,Zodi
GafraHaleyGafraHaley,10m 41s 006ms,10m 41s 025ms,1.16,1.16.1,Easy,F3,2021-06-13,GafraHaley
TrashPanda70TrashPanda70,10m 52s 073ms,10m 44s 045ms,1.16,1.16.1,Normal,F3,2021-05-22,TrashPanda70
daeviidaevii,10m 47s 700ms,10m 45s 733ms,1.16,1.16.1,Easy,F3,2021-04-27,daevii
GDBennyGDBenny,10m 48s 967ms,10m 46s 133ms,1.16,1.16.1,Easy,F3,2021-04-18,GDBenny
DanningzDanningz,10m 48s,10m 48s,1.16,1.16.1,Easy,F3,2021-06-16,Danningz
HawkeyePizzaHawkeyePizza,11m 00s 170ms,10m 48s 600ms,1.16,1.16.1,Easy,F3,2021-05-16,HawkeyePizza
GrregorGrregor,10m 50s 567ms,10m 49s 167ms,1.16,1.16.1,Easy,F3,2021-05-15,Grregor
CJG543CJG543,10m 52s 039ms,10m 51s,1.16,1.16.1,Easy,F3,2021-05-22,CJG543
defashdefash,11m 00s,10m 52s 095ms,1.16,1.16.1,Easy,F3,2021-05-22,defash
iRzeriRzer,10m 56s 317ms,10m 52s 700ms,1.16,1.16.1,Easy,F3,2021-04-16,iRzer
aduuxaduux,10m 53s 045ms,10m 54s 085ms,1.16,1.16.1,Normal,F3,2021-05-26,aduux
lh-yousalh-yousa,11m 02s 550ms,10m 56s 450ms,1.16,1.16.1,Easy,F3,2021-06-05,lh-yousa
megelispeedrun1megelispeedrun1,11m 01s 533ms,10m 58s,1.16,1.16.1,Easy,F3,2021-03-30,megelispeedrun1
XxXSzymixXxXXxXSzymixXxX,11m 09s 066ms,10m 58s 005ms,1.16,1.16.1,Easy,F3,2021-06-02,XxXSzymixXxX
ToXicFl0wToXicFl0w,11m 03s 500ms,11m 01s 533ms,1.16,1.16.1,Normal,F3,2021-03-13,ToXicFl0w
MultiPorlMultiPorl,11m 05s,11m 01s 600ms,1.16,1.16.1,Normal,F3,2021-03-16,MultiPorl
Gnarly_CavemanGnarly_Caveman,11m 06s 530ms,11m 01s 900ms,1.16,1.16.1,Easy,F3,2021-05-16,Gnarly_Caveman
NA5AThRiLzNA5AThRiLz,11m 04s 500ms,11m 02s 867ms,1.16,1.16.1,Easy,F3,2021-04-13,NA5AThRiLz
ZacklessZackless,11m 10s 810ms,11m 04s 200ms,1.16,1.16.1,Easy,F3,2021-05-02,Zackless
dqnsdqns,11m 26s 830ms,11m 04s 850ms,1.16,1.16.1,Easy,F3,2021-04-27,dqns
MehmoTheRealMehmoTheReal,11m 21s 340ms,11m 07s 750ms,1.16,1.16.1,Easy,F3,2021-05-29,MehmoTheReal
whatshisbucketwhatshisbucket,11m 15s 740ms,11m 08s 250ms,1.16,1.16.1,Easy,F3,2021-05-04,whatshisbucket
jaybodhajaybodha,11m 12s,11m 09s 350ms,1.16,1.16.1,Easy,F3,2021-04-20,jaybodha
ZinkiumZinkium,11m 11s,11m 10s,1.16,1.16.1,Easy,F3,2021-05-06,Zinkium
rdpiilrdpiil,11m 14s 267ms,11m 11s 667ms,1.16,1.16.1,Easy,F3,2021-05-16,rdpiil
QueenAlyxQueenAlyx,11m 27s 283ms,11m 13s 200ms,1.16,1.16.1,Easy,F3,2021-05-05,QueenAlyx
incentivemanincentiveman,11m 15s 062ms,11m 15s 062ms,1.16,1.16.1,Easy,F3,2021-06-15,incentiveman
Burning_ShadeBurning_Shade,11m 18s 150ms,11m 15s 900ms,1.16,1.16.1,Easy,F3,2021-05-03,Burning_Shade
Dady_2wonders_30Dady_2wonders_30,11m 30s 490ms,11m 17s 450ms,1.16,1.16.1,Easy,F3,2021-06-02,Dady_2wonders_30
NoseQNoseQ,12m 05s 930ms,11m 18s 100ms,1.16,1.16.1,Normal,F3,2021-05-15,NoseQ
danxnikkkdanxnikkk,11m 22s 070ms,11m 19s 300ms,1.16,1.16.1,Easy,F3,2021-05-03,danxnikkk
LordOfDarknessLordOfDarkness,11m 48s 460ms,11m 19s 300ms,1.16,1.16.1,Easy,F3,2021-05-16,LordOfDarkness
JBCBOSSJBCBOSS,11m 23s 233ms,11m 20s 233ms,1.16,1.16.1,Easy,F3,2021-04-19,JBCBOSS
ScufScuf,11m 22s 200ms,11m 20s 533ms,1.16,1.16.1,Easy,F3,2021-05-16,Scuf
Mo_buildingMo_building,11m 48s 750ms,11m 21s,1.16,1.16.1,Easy,F3,2021-05-02,Mo_building
retropogretropog,11m 40s 667ms,11m 21s 233ms,1.16,1.16.1,Easy,F3,2021-04-05,retropog
TwitchyQLTwitchyQL,11m 26s 583ms,11m 24s 333ms,1.16,1.16.1,Easy,F3,2021-04-19,TwitchyQL
BepezeBepeze,11m 53s 910ms,11m 24s 450ms,1.16,1.16.1,Easy,F3,2021-05-23,Bepeze
BigPhatFunBigPhatFun,11m 40s 085ms,11m 26s 819ms,1.16,1.16.1,Easy,F3,2021-06-13,BigPhatFun
suniHDsuniHD,11m 52s 040ms,11m 27s 150ms,1.16,1.16.1,Easy,F3,2021-04-03,suniHD
sergietesansergietesan,11m 31s 867ms,11m 28s 500ms,1.16,1.16.1,Easy,F3,2021-03-20,sergietesan
ALoafOfBread_ALoafOfBread_,11m 41s,11m 30s,1.16,1.16.1,Easy,F3,2021-05-23,ALoafOfBread_
BrybanzBrybanz,11m 53s 860ms,11m 31s 900ms,1.16,1.16.1,Easy,F3,2021-04-21,Brybanz
TropicNATropicNA,11m 35s 006ms,11m 32s 025ms,1.16,1.16.1,Easy,F3,2021-05-24,TropicNA
TooMoreOwTooMoreOw,12m 02s 860ms,11m 33s 100ms,1.16,1.16.1,Normal,F3,2021-05-24,TooMoreOw
TheGreatKingDaanTheGreatKingDaan,11m 35s 400ms,11m 33s 400ms,1.0,1.16.1,Easy,F3,2021-05-22,TheGreatKingDaan
itz_tophinatoritz_tophinator,11m 43s 030ms,11m 33s 400ms,1.16,1.16.1,Easy,F3,2021-06-05,itz_tophinator
queenkacqueenkac,11m 30s 744ms,11m 33s 450ms,1.16,1.16.1,Easy,F3,2021-04-23,queenkac
ColooguyColooguy,11m 38s 933ms,11m 33s 900ms,1.16,1.16.1,Easy,F3,2021-03-29,Colooguy
w7or3w7or3,11m 34s 500ms,11m 34s,1.16,1.16.1,Easy,F3,2021-06-11,w7or3
NkekevNkekev,11m 44s 670ms,11m 34s 400ms,1.16,1.16.1,Easy,F3,2021-06-09,Nkekev
connorjayrconnorjayr,11m 35s 500ms,11m 35s 500ms,1.16,1.16.1,Easy,F3,2021-05-03,connorjayr
JaqqJaqq,11m 47s 089ms,11m 37s 015ms,1.16,1.16.1,Easy,F3,2021-05-14,Jaqq
TsoooTsooo,11m 41s 043ms,11m 38s 085ms,1.16,1.16.1,Easy,F3,2021-06-12,Tsooo
HydroMaceHydroMace,11m 39s 933ms,11m 38s 550ms,1.16,1.16.1,Easy,F3,2021-04-05,HydroMace
AndoggAndogg,11m 39s,11m 39s,1.16,1.16.1,Normal,F3,2021-06-09,Andogg
Ezmoney314Ezmoney314,11m 46s 633ms,11m 39s 150ms,1.16,1.16.1,Easy,F3,2021-04-29,Ezmoney314
DomMartiinDomMartiin,11m 50s 760ms,11m 39s 600ms,1.16,1.16.1,Easy,F3,2021-06-07,DomMartiin
TookannTookann,11m 45s 760ms,11m 43s 650ms,1.16,1.16.1,Normal,F3,2021-02-19,Tookann
AniteryAnitery,11m 51s 860ms,11m 45s 250ms,1.16,1.16.1,Hardcore,No F3,2021-05-21,Anitery
zweisteinzweistein,11m 48s,11m 46s,1.0,1.16.1,Easy,No F3,2021-05-22,zweistein
CacoleteCacolete,11m 51s 076ms,11m 49s 095ms,1.16,1.16.1,Easy,F3,2021-05-20,Cacolete
ChrisXDChrisXD,12m 06s 133ms,11m 55s 067ms,1.16,1.16.1,Normal,F3,2021-04-10,ChrisXD
DawenikDawenik,12m 28s 850ms,11m 56s 200ms,1.16,1.16.1,Easy,F3,2021-05-06,Dawenik
masterwyattmasterwyatt,12m 01s 013ms,11m 57s 015ms,1.16,1.16.1,Easy,F3,2021-05-31,masterwyatt
thecamo6thecamo6,12m 27s,11m 57s 200ms,1.16,1.16.1,Easy,F3,2021-05-16,thecamo6
sl1drsl1dr,11m 59s 400ms,11m 59s 400ms,1.16,1.16.1,Easy,F3,2021-04-01,sl1dr
temettemet,12m 06s 070ms,12m 00s 150ms,1.0,1.16.1,Easy,No F3,2021-05-18,temet
freshAvocadosfreshAvocados,12m 01s 057ms,12m 01s 010ms,1.16,1.16.1,Normal,No F3,2021-06-17,freshAvocados
pixfumypixfumy,12m 04s 000ms,12m 01s 000ms,1.16,1.16.1,Easy,F3,2021-04-17,pixfumy
_F4b__F4b_,13m 40s 340ms,12m 01s 750ms,1.16,1.16.1,Easy,F3,2021-04-23,_F4b_
plrplr,14m 50s 767ms,12m 02s 600ms,1.16,1.16.1,Easy,F3,2021-03-18,plr
ShogurtShogurt,12m 10s 933ms,12m 04s 267ms,1.16,1.16.1,Easy,F3,2021-04-17,Shogurt
MauvyMauvy,12m 11s,12m 10s 080ms,1.16,1.16.1,Easy,F3,2021-05-31,Mauvy
WeirdoElWeirdoEl,12m 18s 005ms,12m 11s 050ms,1.16,1.16.1,Easy,F3,2021-06-10,WeirdoEl
90Tom90Tom,12m 14s 059ms,12m 12s 005ms,1.16,1.16.1,Normal,F3,2021-06-15,90Tom
fxrefxre,12m 26s 820ms,12m 12s 750ms,1.16,1.16.1,Easy,F3,2021-05-15,fxre
MarlinMarlin,12m 16s 690ms,12m 14s 350ms,1.16,1.16.1,Easy,F3,2021-03-19,Marlin
Plyers8Plyers8,12m 22s 117ms,12m 16s 833ms,1.16,1.16.1,Easy,F3,2021-04-23,Plyers8
RusiiiRusiii,12m 22s 003ms,12m 19s 045ms,1.16,1.16.1,Easy,F3,2021-06-04,Rusiii
itsdxrkitsdxrk,12m 39s 940ms,12m 19s 600ms,1.16,1.16.1,Normal,F3,2021-05-04,itsdxrk
MorniSlevaMorniSleva,13m 01s 220ms,12m 20s 450ms,1.16,1.16.1,Easy,F3,2021-04-27,MorniSleva
